Month,C_BRDF,R_BRDF,I_BRDF,A_BRDF,M_BRDF,N_BRDF,province,m,C_BRDF_R,R_BRDF_R,I_BRDF_R,A_BRDF_R,M_BRDF_R,N_BRDF_R
2020-11-01,19.51175704878477,13.871710972309286,12.616905941333968,2.714851872651347,16.739549419319207,1.295036820518726,安徽,11,109.78734976776512,108.74719988407779,112.64026259013238,26.46681350401075,78.01622379010163,95.0908007688764
2020-12-01,21.3745837776366,15.524874641365074,14.072782987871374,3.1656029122337266,18.2981908624942,1.7450044965911076,安徽,12,117.56307819428133,116.63175025020527,120.77554382457049,30.313614599641486,82.50667958182711,113.23981839700923
2021-01-01,18.35498733769936,14.0730294529706,12.773628975926377,3.251537915650455,16.188171370897496,1.4268815241844168,安徽,1,103.97446841831103,109.19216389444712,117.55582686907071,30.449406783623097,78.54103976193734,97.46503973862485
2021-02-01,18.254516033280723,14.210328075870384,12.894483133771905,3.4334544801249223,16.117175319223218,1.5162813721199884,安徽,2,106.14816297771425,112.2073916372716,119.56704866935408,35.346696194878916,80.40854486044917,102.48143139134096
2021-03-01,17.22295372399886,13.364364121298562,12.153077939462056,3.154561946531252,16.02339965320314,1.413750345328214,安徽,3,99.16840104169268,105.78099277819388,112.54222343967848,31.75665061566326,76.32167797617207,100.96867914510183
2021-04-01,16.658532864688222,12.659962599189036,11.53308842551314,2.786430123399946,15.398488736534205,1.2676036386411174,安徽,4,95.73260624619152,101.39659838898535,106.02656429269956,27.982252877457626,70.58131688862802,95.5100873060446
2021-05-01,17.09846788489612,13.004615664162758,12.08763011881884,2.9688799561934505,15.98776369515086,1.2514335496509603,安徽,5,100.97865052199519,107.18932471084781,114.82002968237501,31.004917409963582,76.22401702769119,94.62857160239562
2021-06-01,16.946956411588577,12.661332571488812,11.973669201808988,2.8446441231252337,15.520356632599176,1.2194864732477668,安徽,6,102.72594387534338,105.97901002072648,113.53040879469403,29.827252564966688,76.05643379919843,95.60744950334717
2021-07-01,15.98786346351323,11.87564665774972,11.133890460514491,3.01447247145086,14.451322555031735,1.362698761364494,安徽,7,97.88365215021241,101.90724754378333,108.32853271048684,31.61591849178711,72.04650820213755,105.49518079602507
2021-08-01,16.34735644652336,12.225059990145724,11.620310968112488,3.025120699227512,15.230751445886286,1.3034824206304128,安徽,8,102.38971718160043,107.84900188635274,115.81394228183383,32.78724510056217,77.88957377082545,105.98710626942824
2021-09-01,16.551047026166085,12.498007071940268,11.744733365379268,2.767012187688123,15.517373840466687,1.2179264964835264,安徽,9,99.27900340973686,103.86203803913479,112.12553633756977,28.495973616963905,75.80928877988896,93.34786125974708
2021-10-01,16.716754436263727,12.294377364716848,11.647264606689106,2.870855522128567,16.195994283799564,1.2311644245001503,安徽,10,95.3150535824255,96.74851359439258,105.56542505987696,28.18208388706455,76.10895380597907,91.39079034427986
2021-11-01,17.43664557917792,13.041796403362172,12.374786954300983,3.0915177563507013,16.6001317111301,1.37076032690606,安徽,11,98.11126195305869,102.24108930434043,110.47869093347875,30.138890716627976,77.36645462069787,100.6509583993865
2021-12-01,17.981844675573576,13.775162488587872,13.299489961125484,3.349988373886516,17.053738645534967,1.368883851910833,安徽,12,98.90255799430702,103.4869104027567,114.13898260412994,32.079278195893245,76.89543521941292,88.8319537856778
2022-01-01,17.71648767736945,12.63590868985117,12.25180416942183,3.153296878054108,16.000526899790184,1.4626812444780537,安徽,1,100.35759516491898,98.0415920558068,112.75346829696524,29.52941710667112,77.63063477988717,99.91038723378242
2022-02-01,18.99421061431799,14.006034007567592,13.14933885790106,3.858988694823786,16.562655389868965,1.6636613078600864,安徽,2,110.4494120931949,110.59424770358947,121.93025675256945,39.727481987891636,82.63104374970746,112.4424498742706
2022-03-01,19.16184681493801,13.74511427095776,13.56337388658355,3.810257737706552,17.910829406950796,1.7316349698625697,安徽,3,110.33239362394632,108.79468863875552,125.60211183894975,38.35747269601945,85.3117680310861,123.6716908655475
2022-04-01,18.13400893775218,12.79986603127318,12.971348762867825,3.120937802623629,17.533893647215017,1.3481762630921923,安徽,4,104.21181453395884,102.51711766423071,119.24885102994803,31.341489626616564,80.36927032127234,101.58099004031646
2022-05-01,17.954877177069346,12.945093491777074,12.848864236429309,3.077218251260893,17.35485464979433,1.363341405382407,安徽,5,106.03635833536838,106.69871878845012,122.05096933887498,32.13632721449105,82.7418244078911,103.0906114301654
2022-06-01,17.708689401476242,12.917119135862665,12.757502186273348,2.998081843058342,16.984819866189206,1.3441012895658626,安徽,6,107.34327683276395,108.12001743174626,120.96245636951424,31.43610957039392,83.23293454680058,105.37722146873134
2022-07-01,17.53392890510877,12.662760789308129,12.608295280210552,3.010357934304642,16.842435179692405,1.321265849799986,安徽,7,107.34924035916673,108.66162791241685,122.67393257815927,31.57276504710375,83.96730746938988,102.28759550987807
2022-08-01,14.436443503899858,10.558026017776768,10.58876690052498,2.672045942060231,13.758460874931172,1.1728220575009214,安徽,8,90.42094190017006,93.14249327407961,105.53304829951445,28.960505689793788,70.3603270723986,95.3630168509381
2022-09-01,16.599128926948516,12.209721140103747,12.459409506695447,3.067175886966984,16.262197026751952,1.318839992140704,安徽,9,99.56741556784256,101.46629892279392,118.94846225336417,31.587198474403817,79.44808208341864,101.08236660061985
2022-10-01,18.61268371987692,13.90256958463612,13.961860247865284,3.384912283138666,17.75943614096052,1.4819260678308397,安徽,10,106.12520228354327,109.40390900284802,126.54385054891195,33.22838128859938,83.45595097082878,110.00512350398472
2022-11-01,17.2534279815554,12.778922757359142,12.949397183977707,3.231370238352948,16.608769000519633,1.5058603757896862,安徽,11,97.08034636593344,100.18029283999566,115.6086528638218,31.502298273597784,77.40670950958848,110.57096347469594
2022-12-01,17.98742005387385,13.344730898504336,13.70923918661988,3.4408493965746616,17.684938332360392,1.4476758594058607,安徽,12,98.93322332289993,100.25326176635086,117.65553548378658,32.94935764055556,79.74151933255874,93.94505958987644
2017-01-01,19.21470032088483,18.777670980128377,16.106296128964374,31.430420024292445,12.417990186083353,3.384829818230437,北京,1,106.11064078087402,102.60917411235778,87.3588891609272,101.00953231163953,62.72903853333326,107.17665567352017
2017-02-01,20.54699825921466,20.26870462937805,17.172529325159182,33.59049735052167,12.942409648833872,3.4520574685136824,北京,2,108.20528052004721,107.14066561300524,89.70880086138006,104.24166412498919,62.83952802206391,102.54296230389595
