2020-10-07,8,33
2020-10-08,8,32
2020-10-09,20,85
2020-10-10,8,41
2020-10-11,8,40
2020-10-12,20,93
2020-10-13,20,102
2020-10-14,20,90
2020-10-15,20,71
2020-10-16,20,74
2020-10-17,8,31
2020-10-18,8,44
2020-10-19,20,77
2020-10-20,20,83
2020-10-21,20,89
2020-10-22,20,105
2020-10-23,20,102
2020-10-24,8,47
2020-10-25,8,37
2020-10-26,20,100
2020-10-27,20,88
2020-10-28,20,87
2020-10-29,20,100
2020-10-30,20,80
2020-10-31,8,39
2020-11-01,8,44
2020-11-02,20,100
2020-11-03,20,87
2020-11-04,20,94
2020-11-05,20,82
2020-11-06,20,87
2020-11-07,8,34
2020-11-08,8,38
2020-11-09,20,90
2020-11-10,20,74
2020-11-11,20,85
2020-11-12,20,106
2020-11-13,20,84
2020-11-14,8,47
2020-11-15,8,31
2020-11-16,20,82
2020-11-17,20,101
2020-11-18,20,75
2020-11-19,20,82
2020-11-20,20,76
2020-11-21,12,37
2020-11-22,8,34
2020-11-23,20,76
2020-11-24,20,95
2020-11-25,20,66
2020-11-26,20,96
2020-11-27,20,77
2020-11-28,8,48
2020-11-29,8,38
2020-11-30,20,90
2020-12-01,20,100
2020-12-02,20,98
2020-12-03,20,85
2020-12-04,20,86
2020-12-05,8,46
2020-12-06,8,40
2020-12-07,20,92
2020-12-08,20,92
2020-12-09,20,96
2020-12-10,20,96
2020-12-11,20,97
2020-12-12,8,44
2020-12-13,8,44
2020-12-14,20,105
2020-12-15,20,101
2020-12-16,20,76
2020-12-17,20,74
2020-12-18,20,71
2020-12-19,8,36
2020-12-20,8,45
2020-12-21,20,83
2020-12-22,20,86
2020-12-23,20,80
2020-12-24,20,82
2020-12-25,20,73
2020-12-26,8,36
2020-12-27,8,51
2020-12-28,20,80
2020-12-29,20,86
2020-12-30,20,70
2020-12-31,20,72
2021-01-01,8,35
2021-01-02,8,35
2021-01-03,8,36
2021-01-04,20,92
2021-01-05,20,97
2021-01-06,20,100
2021-01-07,20,105
2021-01-08,20,106
2021-01-09,8,36
2021-01-10,8,35
2021-01-11,20,74
2021-01-12,20,106
2021-01-13,20,104
2021-01-14,20,103
2021-01-15,20,104
2021-01-16,8,43
2021-01-17,8,35
2021-01-18,20,106
2021-01-19,20,106
2021-01-20,20,109
2021-01-21,20,109
2021-01-22,20,88
2021-01-23,8,43
2021-01-24,8,45
2021-01-25,20,95
2021-01-26,20,106
2021-01-27,20,97
2021-01-28,20,95
2021-01-29,20,90
2021-01-30,8,49
2021-01-31,8,39
2021-02-01,20,90
2021-02-02,20,97
2021-02-03,20,106
2021-02-04,20,96
2021-02-05,20,90
2021-02-06,8,42
2021-02-07,8,36
2021-02-08,20,92
2021-02-09,20,103
2021-02-10,20,42
2021-02-11,8,40
2021-02-12,8,29
2021-02-13,8,38
2021-02-14,8,38
2021-02-15,8,38
2021-02-16,8,41
2021-02-17,8,40
2021-02-18,20,100
2021-02-19,20,89
2021-02-20,8,41
2021-02-21,8,36
2021-02-22,20,91
2021-02-23,20,88
2021-02-24,20,77
2021-02-25,20,86
2021-02-26,20,50
2021-02-27,8,40
2021-02-28,8,37
2021-03-01,20,86
2021-03-02,20,84
2021-03-03,20,65
2021-03-04,20,54
2021-03-05,20,68
2021-03-06,20,61
2021-03-07,20,63
2021-03-08,20,79
2021-03-09,20,64
2021-03-10,20,103
2021-03-11,20,62
2021-03-12,20,78
2021-03-13,16,34
2021-03-14,8,28
2021-03-15,20,99
2021-03-16,20,89
2021-03-17,20,101
2021-03-18,20,110
2021-03-19,20,97
2021-03-20,8,47
2021-03-21,8,41
2021-03-22,20,90
2021-03-23,20,99
2021-03-24,20,95
2021-03-25,20,108
2021-03-26,20,99
2021-03-27,8,40
2021-03-28,8,44
2021-03-29,20,99
2021-03-30,20,109
2021-03-31,20,107
2021-04-01,20,110
2021-04-02,20,107
2021-04-03,8,45
2021-04-04,8,31
2021-04-05,8,31
2021-04-06,20,106
2021-04-07,20,87
2021-04-08,20,100
